Distribuidor;Codigo Produto;Quantidade;Data;
92785047000126;000008;0;20250429;
92785047000126;000064;2189;20250429;
92785047000126;000096;0;20250429;
92785047000126;000130;14160;20250429;
92785047000126;000136;490;20250429;
92785047000126;000149;305;20250429;
92785047000126;000164;429;20250429;
92785047000126;000198;28;20250429;
92785047000126;000344;456;20250429;
92785047000126;000396;405;20250429;
92785047000126;000540;363;20250429;
92785047000126;000581;40;20250429;
92785047000126;000691;92;20250429;
92785047000126;000705;0;20250429;
92785047000126;000706;0;20250429;
92785047000126;000710;81;20250429;
92785047000126;000710005;0;20250429;
92785047000126;000711;587;20250429;
92785047000126;000713;0;20250429;
92785047000126;000715;0;20250429;
92785047000126;000720;0;20250429;
92785047000126;000721;49;20250429;
92785047000126;000722;2431;20250429;
92785047000126;000723;14078;20250429;
92785047000126;000724;935;20250429;
92785047000126;000725;296;20250429;
92785047000126;000726;380;20250429;
92785047000126;000727;714;20250429;
92785047000126;000746;30;20250429;
92785047000126;000747;18;20250429;
92785047000126;000748;6;20250429;
92785047000126;000912;17;20250429;
92785047000126;000996;591;20250429;
92785047000126;001047;986;20250429;
92785047000126;001112;461;20250429;
92785047000126;001112024;0;20250429;
92785047000126;001112048;0;20250429;
92785047000126;001164;1435;20250429;
92785047000126;001434;1322;20250429;
92785047000126;001441;11;20250429;
92785047000126;001500;96;20250429;
92785047000126;001520;0;20250429;
92785047000126;001524;0;20250429;
92785047000126;001525;0;20250429;
92785047000126;001529;0;20250429;
92785047000126;001541;30;20250429;
92785047000126;001580;52;20250429;
92785047000126;001643;1443;20250429;
92785047000126;001644;2025;20250429;
92785047000126;001684;37;20250429;
92785047000126;001686;0;20250429;
92785047000126;001693;0;20250429;
92785047000126;001694;588;20250429;
92785047000126;001695;158;20250429;
92785047000126;001702;380;20250429;
92785047000126;001703;575;20250429;
92785047000126;001705;0;20250429;
92785047000126;001707;2067;20250429;
92785047000126;001708;1781;20250429;
92785047000126;001709;253;20250429;
92785047000126;001710;4944;20250429;
92785047000126;001711;0;20250429;
92785047000126;001712;3002;20250429;
92785047000126;001713;220;20250429;
92785047000126;001714;172;20250429;
92785047000126;001715;96;20250429;
92785047000126;001719;0;20250429;
92785047000126;001720;393;20250429;
92785047000126;001721;192;20250429;
92785047000126;001730;343;20250429;
92785047000126;001731;346;20250429;
92785047000126;001732;255;20250429;
92785047000126;001733;238;20250429;
92785047000126;001734;12;20250429;
92785047000126;001736;568;20250429;
92785047000126;001737;0;20250429;
92785047000126;001739;62;20250429;
92785047000126;001741;550;20250429;
92785047000126;001742;1700;20250429;
92785047000126;001744;44;20250429;
92785047000126;001747;7;20250429;
92785047000126;001748;5;20250429;
92785047000126;001749;0;20250429;
92785047000126;001751;0;20250429;
92785047000126;001752;56;20250429;
92785047000126;001754;33;20250429;
92785047000126;001755;61;20250429;
92785047000126;001756;24;20250429;
92785047000126;001757;7;20250429;
92785047000126;001758;105;20250429;
92785047000126;001760;28;20250429;
92785047000126;001761;0;20250429;
92785047000126;001762;24;20250429;
92785047000126;001771;20098;20250429;
92785047000126;001777;104;20250429;
92785047000126;001778;0;20250429;
92785047000126;001781;292;20250429;
92785047000126;001783;557;20250429;
92785047000126;001788;71;20250429;
92785047000126;001789;88;20250429;
92785047000126;001793;20;20250429;
92785047000126;001794;887;20250429;
92785047000126;001795;131;20250429;
92785047000126;001796;949;20250429;
92785047000126;001797;204;20250429;
92785047000126;001798;0;20250429;
92785047000126;001799;800;20250429;
92785047000126;001802;18883;20250429;
92785047000126;001802020;0;20250429;
92785047000126;001805;2601;20250429;
92785047000126;001848;317;20250429;
92785047000126;001849;164;20250429;
92785047000126;001897;2;20250429;
92785047000126;001909;0;20250429;
92785047000126;001929;0;20250429;
92785047000126;001970;28;20250429;
92785047000126;001981;0;20250429;
92785047000126;002005;59;20250429;
92785047000126;002007;188;20250429;
92785047000126;002061;275;20250429;
92785047000126;002091;59;20250429;
92785047000126;002111;0;20250429;
92785047000126;002175;223;20250429;
92785047000126;002176;777;20250429;
92785047000126;002176020;0;20250429;
92785047000126;002177;403;20250429;
92785047000126;002303;389;20250429;
92785047000126;002376;2785;20250429;
92785047000126;002497;109;20250429;
92785047000126;002580;0;20250429;
92785047000126;002585;158;20250429;
92785047000126;002691;0;20250429;
92785047000126;002692;0;20250429;
92785047000126;002744;0;20250429;
