Distribuidor;Codigo Produto;Quantidade;Data;
92785047000126;002746;15;20250429;
92785047000126;002756;64;20250429;
92785047000126;003012;310;20250429;
92785047000126;003013;0;20250429;
92785047000126;003212;24;20250429;
92785047000126;003384;235;20250429;
92785047000126;003411;380;20250429;
92785047000126;003431;11;20250429;
92785047000126;003432;16;20250429;
92785047000126;003433;0;20250429;
92785047000126;003480;364;20250429;
92785047000126;003481;3593;20250429;
92785047000126;003516;0;20250429;
92785047000126;003863;0;20250429;
92785047000126;003992;0;20250429;
92785047000126;004162;0;20250429;
92785047000126;004163;0;20250429;
92785047000126;004516;580;20250429;
92785047000126;004528;277;20250429;
92785047000126;004529;524;20250429;
92785047000126;004530;0;20250429;
92785047000126;004531;27;20250429;
92785047000126;004532;364;20250429;
92785047000126;004533;139;20250429;
92785047000126;004593;0;20250429;
92785047000126;004623;0;20250429;
92785047000126;004766;170;20250429;
92785047000126;004767;102;20250429;
92785047000126;004794;186;20250429;
92785047000126;004795;107;20250429;
92785047000126;004854;243;20250429;
92785047000126;004861;0;20250429;
92785047000126;005067;253;20250429;
92785047000126;005071;162;20250429;
92785047000126;005123;0;20250429;
92785047000126;005193;0;20250429;
92785047000126;005220;1063;20250429;
92785047000126;005434;0;20250429;
92785047000126;005678;34;20250429;
92785047000126;005679;270;20250429;
92785047000126;005985;0;20250429;
92785047000126;005995;2306;20250429;
92785047000126;006140;0;20250429;
92785047000126;006229;0;20250429;
92785047000126;006343;2448;20250429;
92785047000126;006344;803;20250429;
92785047000126;006345;1100;20250429;
92785047000126;006346;282;20250429;
92785047000126;006347;2034;20250429;
92785047000126;006348;1611;20250429;
92785047000126;006648;782;20250429;
92785047000126;006699;20;20250429;
92785047000126;006709;264;20250429;
92785047000126;006710;2667;20250429;
92785047000126;006761;442;20250429;
92785047000126;006762;4435;20250429;
92785047000126;006783;0;20250429;
92785047000126;006784;0;20250429;
92785047000126;006785;0;20250429;
92785047000126;006959;486;20250429;
92785047000126;006960;218;20250429;
92785047000126;007120;15;20250429;
92785047000126;007205;0;20250429;
92785047000126;007206;83;20250429;
92785047000126;007257;200;20250429;
92785047000126;007363;171;20250429;
92785047000126;007364;416;20250429;
92785047000126;007365;314;20250429;
92785047000126;007366;292;20250429;
92785047000126;007367;471;20250429;
92785047000126;007368;223;20250429;
92785047000126;007369;312;20250429;
92785047000126;007370;0;20250429;
92785047000126;007533;18;20250429;
92785047000126;007542;0;20250429;
92785047000126;007543;0;20250429;
92785047000126;007707;1140;20250429;
92785047000126;007708;611;20250429;
92785047000126;007709;233;20250429;
92785047000126;007710;0;20250429;
92785047000126;007711;521;20250429;
92785047000126;007712;212;20250429;
92785047000126;007713;0;20250429;
92785047000126;007714;0;20250429;
92785047000126;008540;983;20250429;
92785047000126;008542;521;20250429;
92785047000126;008543;517;20250429;
92785047000126;008544;354;20250429;
92785047000126;008545;220;20250429;
92785047000126;008546;99;20250429;
92785047000126;008547;226;20250429;
92785047000126;008548;0;20250429;
92785047000126;009459;0;20250429;
92785047000126;009859;407;20250429;
92785047000126;009860;284;20250429;
92785047000126;009861;866;20250429;
92785047000126;009862;0;20250429;
92785047000126;009863;0;20250429;
92785047000126;009881;0;20250429;
92785047000126;009882;430;20250429;
92785047000126;010169;819;20250429;
92785047000126;010170;133;20250429;
92785047000126;010903;88;20250429;
92785047000126;011303;17;20250429;
92785047000126;011708;1345;20250429;
92785047000126;011979;2502;20250429;
92785047000126;011980;308;20250429;
92785047000126;012196;0;20250429;
92785047000126;012454;786;20250429;
92785047000126;012455;283;20250429;
92785047000126;012456;239;20250429;
92785047000126;012859;391;20250429;
92785047000126;012860;246;20250429;
92785047000126;012861;187;20250429;
92785047000126;012862;824;20250429;
92785047000126;013460;993;20250429;
92785047000126;013461;1589;20250429;
92785047000126;013522;797;20250429;
92785047000126;013523;552;20250429;
92785047000126;013524;664;20250429;
92785047000126;013557;75;20250429;
92785047000126;013734;330;20250429;
92785047000126;014122;1062;20250429;
92785047000126;020230;183;20250429;
