Distribuidor;CNPJ;Codigo Vendedor;Codigo Cliente;Codigo Produto;Quantidade;Valor Total;Data;Numero Nota;Tipo de Saida;
IMPORTADORA BAGE SA;92785047000126;000324;001429;006348;2;9899;20250428;001113106;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;001429;000722;2;13302;20250428;001113106;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;001429;013460;2;11197;20250428;001113106;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;001429;013461;6;21529;20250428;001113106;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;017068;000136;1;13260;20250428;001113108;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;017068;001644;1;3843;20250428;001113108;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;017068;010903;2;10818;20250428;001113108;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;017068;011708;2;7710;20250428;001113108;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;017068;001714;1;16231;20250428;001113108;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;017068;002176;1;1119;20250428;001113108;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;991477;012454;1;6742;20250428;001113109;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;991477;007712;1;9284;20250428;001113109;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;991477;007711;2;13415;20250428;001113109;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;991477;000064;1;4443;20250428;001113109;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;004825;005995;1;6973;20250428;001113099;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;004825;001164;1;7044;20250428;001113099;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;004825;008542;2;6574;20250428;001113099;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;004825;008540;2;3750;20250428;001113099;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;004825;006710;1;3033;20250428;001113099;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;004825;001580;1;3297;20250428;001113099;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;004825;000130;3;11976;20250428;001113099;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;004825;006762;3;13653;20250428;001113099;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013386;008545;1;31749;20250428;001113114;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013386;008543;3;54588;20250428;001113114;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013386;001643;1;2135;20250428;001113114;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013386;001644;2;9608;20250428;001113114;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;997743;010169;6;49664;20250428;001113119;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;997743;001721;1;16293;20250428;001113119;VENDA;
IMPORTADORA BAGE SA;92785047000126;000334;003323;000723;100;341625;20250428;001113120;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;993105;007206;1;7912;20250428;001113125;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;993105;007708;8;9504;20250428;001113125;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;993105;000722;3;20571;20250428;001113125;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;993105;001771;12;34742;20250428;001113125;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;001981;005995;24;162331;20250428;001113095;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;001981;001797;2;5076;20250428;001113095;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;005167;001771;12;32571;20250428;001113116;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;012463;006761;8;30369;20250428;001113117;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;012463;006710;16;43675;20250428;001113117;VENDA;
IMPORTADORA BAGE SA;92785047000126;000003;000416;007363;1;2961;20250428;001113131;VENDA;
IMPORTADORA BAGE SA;92785047000126;000003;000416;006959;2;14463;20250428;001113131;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;061044;012454;2;13484;20250428;001113132;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;061044;012456;2;21602;20250428;001113132;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;061044;002177;5;28680;20250428;001113132;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;061044;002175;3;15552;20250428;001113132;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;061044;013524;3;10138;20250428;001113132;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;061044;013522;9;14207;20250428;001113132;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;061044;013523;8;21924;20250428;001113132;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;061044;007712;1;9800;20250428;001113132;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;061044;007711;1;7080;20250428;001113132;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;061044;006710;2;6066;20250428;001113132;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;061044;006762;5;22755;20250428;001113132;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;061044;001794;5;27225;20250428;001113132;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;000452;003012;1;3647;20250428;001113137;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;000452;000164;1;6881;20250428;001113137;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;000452;000996;1;4981;20250428;001113137;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;000452;001771;12;29878;20250428;001113137;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;001367;005995;2;13946;20250428;001113133;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;001367;006710;2;6066;20250428;001113133;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;001367;000130;3;11976;20250428;001113133;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;060881;000540;2;6866;20250428;001113135;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;060881;005995;3;20919;20250428;001113135;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;060881;000722;3;20571;20250428;001113135;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;060881;005220;1;10151;20250428;001113135;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;060881;001771;12;29878;20250428;001113135;VENDA;
IMPORTADORA BAGE SA;92785047000126;000202;015972;001733;5;103671;20250428;001113147;VENDA;
IMPORTADORA BAGE SA;92785047000126;000202;015972;001756;2;24694;20250428;001113147;VENDA;
IMPORTADORA BAGE SA;92785047000126;000202;015972;001796;48;83721;20250428;001113147;VENDA;
IMPORTADORA BAGE SA;92785047000126;000202;015972;001736;4;40006;20250428;001113147;VENDA;
IMPORTADORA BAGE SA;92785047000126;000202;015972;001781;4;62575;20250428;001113147;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;003175;012455;2;13979;20250428;001113348;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;003175;007707;2;1920;20250428;001113348;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;003175;007708;2;2640;20250428;001113348;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;003175;006348;3;15309;20250428;001113348;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;003175;001047;10;99910;20250428;001113348;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;003175;009861;2;16508;20250428;001113348;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;003175;000996;2;9962;20250428;001113348;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;003175;006710;2;6066;20250428;001113348;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;003175;001802;40;120346;20250428;001113348;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;014528;014122;2;5900;20250428;001113341;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;014528;001713;1;4721;20250428;001113341;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;013073;001047;1;9491;20250428;001113342;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;013073;011979;12;30243;20250428;001113342;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;060081;007711;1;7453;20250428;001113334;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;060081;006959;5;38165;20250428;001113334;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;060081;006762;2;9102;20250428;001113334;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;003806;001760;1;6912;20250428;001113339;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;003806;001797;2;5234;20250428;001113339;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;001755;001164;2;13665;20250428;001113354;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;001755;000722;1;6651;20250428;001113354;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;001755;000164;1;6674;20250428;001113354;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;000081;006710;2;6066;20250428;001113351;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;000081;001771;12;32571;20250428;001113351;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;061585;006710;10;30330;20250428;001113353;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;063442;011708;6;19660;20250428;001113359;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;063442;001736;1;10557;20250428;001113359;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;016739;000726;1;4872;20250428;001113362;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;016739;000064;3;13329;20250428;001113362;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;016739;009859;1;3059;20250428;001113362;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;996988;001644;1;4804;20250428;001113366;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;996988;000723;30;102487;20250428;001113366;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;996988;007707;4;3840;20250428;001113366;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;996988;007708;4;5280;20250428;001113366;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;996988;006347;2;6064;20250428;001113366;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;996988;002376;2;6681;20250428;001113366;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;996988;001643;3;6405;20250428;001113366;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;996988;003481;12;23857;20250428;001113366;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;996988;001760;10;60825;20250428;001113366;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;996988;000130;18;53892;20250428;001113366;VENDA;
IMPORTADORA BAGE SA;92785047000126;000202;996930;000723;6;23230;20250428;001113368;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;064826;000724;4;29084;20250428;001113377;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;064826;013734;2;15444;20250428;001113377;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;011270;001708;6;89323;20250428;001113378;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;011270;001707;4;39543;20250428;001113378;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;995773;001794;1;5445;20250428;001113380;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;995773;001710;3;6972;20250428;001113380;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;995773;001712;3;7338;20250428;001113380;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;995773;006761;2;8436;20250428;001113380;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;997922;006345;8;41385;20250428;001113382;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;997922;006343;4;12096;20250428;001113382;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;997922;000722;2;13714;20250428;001113382;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;997922;000130;12;43113;20250428;001113382;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;997922;013461;3;13872;20250428;001113382;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;999298;013461;8;28705;20250428;001113375;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;998233;001644;1;4804;20250428;001113364;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;998233;004767;1;4028;20250428;001113364;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;998233;001789;1;9044;20250428;001113364;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;998233;001702;1;8582;20250428;001113364;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;998233;001643;1;2135;20250428;001113364;VENDA;
IMPORTADORA BAGE SA;92785047000126;000202;987987;001756;2;24157;20250428;001113387;VENDA;
IMPORTADORA BAGE SA;92785047000126;000202;987987;011979;12;29887;20250428;001113387;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;000723;2;8654;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;001708;1;17950;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;008543;1;21282;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;000130;3;11975;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;001434;2;59131;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;006762;2;9582;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;006348;1;5372;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;006346;1;8096;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;002376;1;3907;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;001710;1;2446;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;006344;1;5683;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;004516;2;13168;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;013789;001771;24;91416;20250428;001113385;VENDA;
IMPORTADORA BAGE SA;92785047000126;000202;989612;001771;24;59756;20250428;001113395;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012602;001702;3;23943;20250428;001113396;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012602;003012;6;20350;20250428;001113396;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012602;001708;300;3836925;20250428;001113396;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012602;001709;2;10412;20250428;001113396;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012602;002376;2;6904;20250428;001113396;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012602;005995;6;38909;20250428;001113396;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;996744;005995;3;20919;20250428;001113398;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;996744;008543;1;20218;20250428;001113398;VENDA;
IMPORTADORA BAGE SA;92785047000126;000991;998797;001434;2;62244;20250428;001113391;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;060581;000723;2;8199;20250428;001113403;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;060581;005995;9;56481;20250428;001113403;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;060581;001164;1;6339;20250428;001113403;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;060581;000996;1;4981;20250428;001113403;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;060581;000130;8;28742;20250428;001113403;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;011218;000724;2;14105;20250428;001113404;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;992762;000198;2;25620;20250428;001113281;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;992762;000136;4;46356;20250428;001113281;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;992762;001708;1;15688;20250428;001113281;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;002758;007711;2;14458;20250428;001113280;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;004896;011979;1;2876;20250428;001113276;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;004896;000396;2;8064;20250428;001113276;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;004896;001720;1;5718;20250428;001113276;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;004896;001047;6;55240;20250428;001113276;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;009233;001709;3;15954;20250428;001113279;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;009233;002376;3;10579;20250428;001113279;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;009233;001710;3;6623;20250428;001113279;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;009233;001712;3;6971;20250428;001113279;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;009233;001164;3;21132;20250428;001113279;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;009233;006710;5;15165;20250428;001113279;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;009233;001771;12;43428;20250428;001113279;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;999717;000130;3;11976;20250428;001113273;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;999717;001500;2;19666;20250428;001113273;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;999717;001643;2;4270;20250428;001113273;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;999717;001710;3;6972;20250428;001113273;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;999717;001712;2;4892;20250428;001113273;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;012644;000727;5;21035;20250428;001113271;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;012644;012861;1;8790;20250428;001113271;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;012644;012860;1;7689;20250428;001113271;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;012644;006343;2;6720;20250428;001113271;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;012644;008547;1;52321;20250428;001113271;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;000136;1;12597;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;001733;2;46076;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;001732;1;12664;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;002376;1;3712;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;000710;1;13519;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;001541;2;58574;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;001788;1;9618;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;001795;1;19361;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;011980;13;116566;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;006709;1;11159;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;001739;1;7089;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;004529;8;103197;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;010903;2;10818;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;005679;3;19065;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000210;002038;005071;1;62984;20250428;001113288;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;060745;008540;3;5922;20250428;001113289;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;060745;008542;3;10380;20250428;001113289;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;060745;000130;2;8404;20250428;001113289;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;060745;001047;1;10517;20250428;001113289;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;060745;007367;1;23735;20250428;001113289;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;060745;000540;1;3614;20250428;001113289;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;996015;014122;10;29500;20250428;001113290;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;996015;002175;2;10368;20250428;001113290;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;996015;004854;5;23675;20250428;001113290;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;996015;003384;5;32575;20250428;001113290;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;996015;001771;120;434280;20250428;001113290;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;996015;013461;10;46240;20250428;001113290;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;001354;005220;1;9846;20250428;001113292;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;001354;001802;1;3071;20250428;001113292;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;061943;000723;4;17673;20250428;001113293;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;061943;001794;2;10563;20250428;001113293;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;061943;007708;2;2560;20250428;001113293;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;061943;006347;1;3267;20250428;001113293;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;061943;000722;3;19953;20250428;001113293;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;061943;003481;4;8570;20250428;001113293;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;061943;006710;2;5884;20250428;001113293;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;061943;013461;4;17941;20250428;001113293;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;061943;013460;2;13997;20250428;001113293;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;993788;000725;3;13377;20250428;001113295;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;993788;009859;1;3059;20250428;001113295;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;993788;013460;1;7215;20250428;001113295;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;993788;013461;2;9248;20250428;001113295;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;063337;011708;12;38280;20250428;001113284;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;063337;001644;6;28824;20250428;001113284;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;990096;000725;2;8918;20250428;001113285;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;007433;000725;1;4459;20250428;001113287;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;007433;000727;2;8414;20250428;001113287;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;007433;000136;1;12597;20250428;001113287;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;007433;000149;2;30372;20250428;001113287;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;009679;003012;3;11171;20250428;001113297;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;014195;000724;1;7052;20250428;001113298;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;014195;006648;1;5680;20250428;001113298;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;014195;010169;1;8028;20250428;001113298;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;014195;001047;1;9691;20250428;001113298;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;014195;006959;1;7404;20250428;001113298;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;014195;000996;2;9663;20250428;001113298;VENDA;
IMPORTADORA BAGE SA;92785047000126;000334;997894;000723;6;24597;20250428;001113303;VENDA;
IMPORTADORA BAGE SA;92785047000126;000334;997894;001789;1;9044;20250428;001113303;VENDA;
IMPORTADORA BAGE SA;92785047000126;000334;997894;001794;3;16335;20250428;001113303;VENDA;
IMPORTADORA BAGE SA;92785047000126;000334;997894;001164;1;7044;20250428;001113303;VENDA;
IMPORTADORA BAGE SA;92785047000126;000334;997894;001771;12;39085;20250428;001113303;VENDA;
IMPORTADORA BAGE SA;92785047000126;000334;997894;000130;6;21556;20250428;001113303;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;990091;000724;2;14105;20250428;001113307;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;990091;008542;4;11478;20250428;001113307;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;990091;008544;2;9300;20250428;001113307;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;002176;20;21708;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;001644;6;27959;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;000723;6;23859;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;014122;6;17169;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;002091;2;21920;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;000724;1;7052;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;000344;1;3898;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;005995;2;13527;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;000722;2;13302;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;001047;1;9691;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;005220;2;19692;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;001643;6;12425;20250428;001113244;VENDA;
